Time		H (m)		IAS (km/h)	G_vert 		G_horiz 	RPM 		AoA 		Hydro_m 	Hydro_b 	SAU 		Fors 		Trigger 
1.000000	1998.500000	0.000000	1.000000	0.000000	50.000000	1.500006	210.000000	210.000000	0.000000	0.000000	0.000000	
2.000000	1995.656006	451.824188	0.240153	-0.060146	58.172001	0.417004	210.000000	210.000000	0.000000	0.000000	0.000000	
3.000000	1985.176392	453.174072	-0.134930	0.002026	67.190002	-3.118917	210.000000	210.000000	0.000000	0.000000	0.000000	
4.000000	1965.591431	458.059967	1.429694	0.035048	76.040001	12.191809	210.000000	210.000000	0.000000	0.000000	0.000000	
5.000000	1948.173584	457.313477	1.316846	0.058278	78.218002	10.883421	210.000000	210.000000	0.000000	0.000000	0.000000	
6.000000	1932.390503	463.013428	0.221705	0.096290	79.028000	0.678182	210.000000	210.000000	0.000000	0.000000	0.000000	
7.000000	1909.662598	469.645966	1.661292	0.062363	79.213997	13.726815	210.000000	210.000000	0.000000	0.000000	0.000000	
8.000000	1883.586548	470.691589	1.623413	0.063234	79.339996	13.212567	210.000000	210.000000	0.000000	0.000000	0.000000	
9.000000	1857.131348	477.842712	0.471080	0.091550	79.351997	2.357149	210.000000	210.000000	0.000000	0.000000	0.000000	
10.000000	1826.466919	486.981964	1.520491	0.064281	79.424004	11.908359	210.000000	210.000000	0.000000	0.000000	0.000000	
11.000000	1791.568726	486.090912	2.978064	0.073259	79.208000	23.007141	210.000000	210.000000	0.000000	0.000000	0.000000	
12.000000	1754.726196	481.678467	2.333715	0.055440	78.991997	18.695024	210.000000	210.000000	0.000000	0.000000	0.000000	
13.000000	1716.869263	481.267487	2.523385	0.059235	78.949997	20.155365	210.000000	210.000000	0.000000	0.000000	0.000000	
14.000000	1679.943604	477.794525	2.502302	0.058278	78.848000	20.131105	210.000000	210.000000	0.000000	0.000000	0.000000	
15.000000	1642.521362	477.495972	2.095557	0.054993	78.860001	16.737909	210.000000	210.000000	0.000000	0.000000	0.000000	
16.000000	1599.754150	483.829437	1.227247	0.065888	78.818001	9.178926	210.000000	210.000000	0.000000	0.000000	0.000000	
17.000000	1550.091431	496.220520	1.177650	0.065499	78.830002	8.292316	210.000000	210.000000	0.000000	0.000000	0.000000	
18.000000	1495.599854	508.111084	1.533065	0.054011	78.727997	10.626143	210.000000	210.000000	0.000000	0.000000	0.000000	
19.000000	1440.292725	519.246155	1.524947	0.051455	78.685997	10.108899	210.000000	210.000000	0.000000	0.000000	0.000000	
